x,y,count,cluster_id
78,12,6,35
78,13,7,35
78,14,15,35
78,15,45,35
78,16,67,35
78,17,258,35
78,18,97,35
78,19,23,35
78,20,35,35
78,21,121,35
78,22,3,35
78,23,3,35
78,24,2,35
78,25,14,35
78,26,37,35
78,27,4,35
78,29,2,-1
78,65,60,35
78,66,396,35
78,67,212,35
78,68,164,35
78,69,1049,35
78,70,198,35
78,71,125,35
78,72,37,35
78,73,22,35
78,74,31,35
78,75,15,35
78,76,9,35
78,77,327,35
78,78,321,35
78,79,113,35
78,80,166,35
78,81,94,35
78,82,142,35
78,83,19,35
78,84,67,35
78,85,349,35
78,86,67,35
78,87,80,35
78,88,150,35
78,89,139,35
78,90,214,35
78,91,26,35
78,92,23,35
78,93,1,35
78,94,1,35
78,95,6,35
78,96,389,35
78,97,171,35
78,98,248,35
78,99,259,35
78,100,61,35
78,101,38,35
78,102,252,35
78,103,25,35
78,104,39,35
78,105,43,35
78,106,52,35
78,107,7,35
78,109,7,35
78,110,2,35
78,111,7,35
78,112,29,35
78,113,43,35
78,114,2,35
78,115,6,35
78,116,51,35
78,117,21,35
78,118,5,35
78,119,211,35
78,120,68,35
78,121,158,35
78,122,7,35
78,123,7,35
78,124,85,35
78,125,58,35
78,126,22,35
78,127,1,35
78,128,2,35
78,129,7,35
78,130,1,35
78,131,11,35
78,132,250,35
78,133,413,35
78,134,528,35
78,135,6,35
78,136,14,35
78,138,5,35
78,139,2,35
78,144,7,-1
78,145,6,35
78,146,96,-1
78,149,1,-1
78,151,1,35
78,152,12,35
78,153,97,35
78,154,27,35
78,155,1,-1
78,157,1,-1
78,161,28,-1
78,162,12,-1
78,171,12,-1
78,172,19,-1
78,174,3,29
78,175,1,29
78,177,9,29
78,178,1,29
78,180,2,-1
78,181,1,35
78,182,7,35
78,183,13,35
78,184,9,-1
78,185,3,35
78,186,15,35
78,190,9,35
78,191,15,35
78,192,10,35
78,193,1,35
78,194,31,35
78,195,113,35
78,196,777,35
78,197,131,35
78,198,7,35
78,199,88,35
78,200,135,-1
79,1,18,35
79,2,68,35
79,3,22,35
79,4,1,35
79,5,127,35
79,6,330,35
79,7,193,35
79,8,39,35
79,9,108,35
79,10,22,35
79,11,6,35
79,13,2,35
79,14,3,35
79,15,66,35
79,16,17,35
79,17,21,35
79,18,33,35
79,19,32,35
79,20,76,35
79,21,53,35
79,22,4,35
79,23,9,35
79,24,6,35
79,25,17,35
79,26,74,35
79,27,106,35
79,49,2,-1
79,61,1,-1
79,65,6,35
79,66,117,35
79,67,103,35
79,68,248,35
79,69,229,35
79,70,98,35
79,71,44,35
79,72,7,35
79,73,50,35
79,74,85,35
79,75,133,35
79,76,100,35
79,77,111,35
79,78,133,35
79,79,43,35
79,80,59,35
79,81,42,35
79,82,623,35
79,83,114,35
79,84,223,35
79,85,180,35
79,86,342,35
79,87,162,35
79,88,281,35
79,89,207,35
79,90,276,35
79,91,105,35
79,92,62,35
79,93,16,35
79,96,455,35
79,97,105,35
79,98,83,35
79,99,211,35
79,100,158,35
79,101,101,35
79,102,450,35
79,103,37,35
79,104,10,35
79,105,15,35
79,106,18,35
79,107,5,35
79,108,1,35
79,109,25,35
79,110,3,35
79,111,32,35
79,112,133,35
79,113,146,35
79,114,6,35
79,115,78,35
79,116,60,35
79,117,8,35
79,118,4,35
79,119,3,35
79,120,29,35
79,121,14,35
79,122,32,35
79,123,47,35
79,124,42,35
79,125,246,35
79,126,181,35
79,127,89,35
79,128,24,35
79,129,8,35
79,131,9,35
79,132,194,35
79,133,98,35
79,134,46,35
79,135,53,35
79,136,46,35
79,137,8,35
79,138,4,35
79,139,15,35
79,141,1,-1
79,144,284,35
79,145,21,35
79,146,108,35
79,147,80,35
79,148,9,35
79,151,110,35
79,152,274,35
79,153,146,35
79,160,2,-1
79,161,1,-1
79,162,4,-1
79,168,2,-1
79,169,10,-1
79,170,12,-1
79,171,1,-1
79,174,1,29
79,175,1,29
79,182,1,-1
79,186,7,35
79,187,4,-1
79,188,3,-1
79,191,5,35
79,192,5,35
79,193,1,35
79,194,12,35
79,195,176,35
79,196,218,35
79,197,4,35
79,198,1,35
79,199,13,35
79,200,88,35
80,1,32,35
80,2,23,35
80,3,33,35
80,4,24,35
80,5,214,35
80,6,33,35
80,7,10,35
80,8,10,35
80,9,10,35
80,10,33,35
80,11,3,35
80,12,81,35
80,13,176,35
80,14,68,35
80,15,111,35
80,16,3,35
80,17,2,35
80,18,3,35
80,19,324,35
80,20,53,35
80,21,354,35
80,22,26,35
80,23,2,35
80,24,1,35
80,25,3,35
80,26,47,35
80,27,17,35
80,28,1,35
80,44,2,-1
80,65,13,35
80,66,76,35
80,67,98,35
80,68,360,35
80,69,276,35
80,70,90,35
80,71,256,35
80,72,68,35
80,73,9,35
80,74,6,35
80,75,60,35
80,76,85,35
80,77,96,35
80,78,10,35
80,79,8,35
80,80,33,35
80,81,20,35
80,82,307,35
80,83,443,35
80,84,385,35
80,85,144,35
80,86,364,35
80,87,643,35
80,88,145,35
80,89,15,35
80,90,155,35
80,91,13,35
80,92,51,35
80,93,44,35
80,94,5,35
80,95,1,35
80,96,11,35
80,97,199,35
80,98,221,35
80,99,254,35
80,100,134,35
80,101,608,35
80,102,198,35
80,103,50,35
80,104,18,35
80,105,382,35
80,106,97,35
80,107,109,35
80,108,179,35
80,109,129,35
80,110,141,35
80,111,41,35
80,112,119,35
80,113,363,35
80,114,169,35
80,115,174,35
80,116,159,35
80,117,22,35
80,118,42,35
80,119,36,35
80,120,23,35
80,121,18,35
80,122,45,35
80,123,30,35
80,124,62,35
80,125,284,35
80,126,76,35
80,127,43,35
80,128,48,35
80,129,278,35
80,130,257,35
80,131,174,35
80,132,109,35
80,133,1,35
80,134,85,35
80,135,88,35
80,136,116,35
80,137,5,35
80,138,4,35
80,139,50,35
80,140,19,35
80,141,161,35
80,142,93,35
80,143,15,35
80,144,36,-1
80,147,80,35
80,148,26,35
80,149,111,35
80,150,193,35
80,151,182,35
80,152,264,35
80,153,341,35
80,154,5,35
80,155,1,-1
80,164,1,-1
80,165,1,-1
80,166,15,-1
80,167,32,-1
80,168,2,-1
80,174,2,29
80,175,2,29
80,188,5,-1
80,189,22,-1
80,191,1,-1
80,193,15,35
80,194,3,35
80,195,4,35
80,196,33,35
80,197,74,35
80,198,16,35
80,199,39,35
80,200,71,35
81,1,52,35
81,2,4,35
81,3,4,35
81,4,1,35
81,5,5,35
81,9,6,35
81,10,122,35
81,11,14,35
81,12,17,35
81,13,131,35
81,14,4,35
81,15,5,35
81,16,5,35
81,18,2,35
81,19,23,35
81,20,19,35
81,21,58,35
81,22,47,35
81,23,3,35
81,24,1,35
81,26,10,35
81,27,47,35
81,28,15,35
81,29,15,35
81,30,2,-1
81,33,1,-1
81,51,1,-1
81,65,85,35
81,66,180,35
81,67,32,35
81,68,473,35
81,69,84,35
81,70,6,35
81,71,66,35
81,72,5,35
81,73,27,35
81,74,18,35
81,75,7,35
81,76,26,35
81,77,48,35
81,78,13,35
81,79,2,35
81,80,16,35
81,81,9,35
81,82,36,35
81,83,210,35
81,84,88,35
81,85,184,35
81,86,303,35
81,87,255,35
81,88,424,35
81,89,272,35
81,90,302,35
81,91,17,35
81,92,12,35
81,93,36,35
81,94,17,35
81,96,1,35
81,97,286,35
81,98,247,35
81,99,71,35
81,100,288,35
81,101,70,35
81,102,22,35
81,103,51,35
81,104,382,35
81,105,264,35
81,106,84,35
81,107,244,35
81,108,54,35
81,109,22,35
81,110,94,35
81,111,190,35
81,112,58,35
81,113,88,35
81,114,98,35
81,115,603,35
81,116,149,35
81,117,15,35
81,118,8,35
81,119,30,35
81,120,40,35
81,121,3,35
81,122,3,35
81,123,19,35
81,124,99,35
81,125,269,35
81,126,116,35
81,127,41,35
81,128,5,35
81,129,33,35
81,130,435,35
81,131,235,35
81,132,136,35
81,133,66,35
81,134,16,35
81,135,243,35
81,136,51,35
81,138,2,35
81,139,5,35
81,141,71,35
81,142,82,35
81,143,1,35
81,146,73,35
81,147,140,35
81,148,230,35
81,149,78,35
81,150,250,35
81,151,103,35
81,152,5,35
81,153,261,35
81,154,24,35
81,155,4,35
81,162,9,-1
81,163,5,-1
81,164,3,-1
81,167,7,-1
81,168,4,-1
81,171,1,-1
81,173,3,29
81,174,7,29
81,176,5,-1
81,180,1,-1
81,190,8,-1
81,192,4,35
81,193,1,35
81,194,4,35
81,195,1,35
81,196,1,35
81,197,38,35
81,198,36,35
81,199,54,35
81,200,85,35
82,1,47,35
82,2,9,35
82,3,2,35
82,4,7,35
82,5,4,35
82,6,3,-1
82,7,3,-1
82,9,29,35
82,10,423,35
82,11,269,35
82,12,5,35
82,13,172,35
82,14,5,35
82,15,23,35
82,16,23,35
82,17,11,35
82,18,17,35
82,19,71,35
82,20,34,35
82,21,141,35
82,22,26,35
82,23,8,35
82,24,7,35
82,25,87,35
82,26,110,35
82,27,103,35
82,28,46,35
82,29,5,35
82,30,3,35
82,65,297,35
82,66,309,35
82,67,132,35
82,68,321,35
82,69,23,35
82,70,20,35
82,71,4,35
82,73,6,35
82,74,35,35
82,75,31,35
82,76,20,35
82,77,43,35
82,78,75,35
82,79,39,35
82,80,111,35
82,81,51,35
82,82,128,35
82,83,198,35
82,84,135,35
82,85,431,35
82,86,435,35
82,87,661,35
82,88,631,35
82,89,352,35
82,90,207,35
82,91,149,35
82,92,215,35
82,93,104,35
82,94,461,35
82,95,7,35
82,96,31,35
82,97,162,35
82,98,143,35
82,99,247,35
82,100,218,35
82,101,113,35
82,102,42,35
82,103,115,35
82,104,39,35
82,105,149,35
82,106,90,35
82,107,43,35
82,108,45,35
82,109,154,35
82,110,60,35
82,111,44,35
82,112,160,35
82,113,286,35
82,114,217,35
82,115,663,35
82,116,417,35
82,117,145,35
82,118,279,35
82,119,117,35
82,120,45,35
82,121,43,35
82,123,15,35
82,124,31,35
82,125,410,35
82,126,436,35
82,127,18,35
82,128,48,35
82,129,195,35
82,130,439,35
82,131,486,35
82,132,144,35
82,133,120,35
82,134,199,35
82,135,145,35
82,136,21,35
82,137,4,35
82,138,3,35
82,139,2,35
82,140,12,35
82,141,14,35
82,143,1,35
82,144,1,35
82,145,16,35
82,146,354,35
82,147,87,35
82,148,6,35
82,149,12,35
82,150,85,35
82,151,48,35
82,152,18,35
82,153,287,35
82,154,11,35
82,155,22,35
82,156,12,35
82,157,28,35
82,158,17,35
82,159,2,35
82,160,13,-1
82,161,12,-1
82,162,11,-1
82,168,17,-1
82,173,1,29
82,174,2,29
82,175,2,29
82,176,1,-1
82,184,3,-1
82,185,2,-1
82,186,1,-1
82,191,13,35
82,192,4,35
82,193,9,35
82,194,15,35
82,195,10,35
82,196,8,35
82,197,2,35
82,199,261,35
82,200,370,-1
83,1,55,35
83,2,2,35
83,3,7,35
83,4,3,35
83,7,15,35
83,8,15,35
83,9,66,35
83,10,140,35
83,11,864,35
83,12,218,35
83,13,52,35
83,14,89,35
83,15,67,35
83,16,11,35
83,17,17,35
83,19,16,35
83,20,119,35
83,21,684,35
83,22,415,35
83,23,19,35
83,24,37,35
83,25,173,35
83,26,123,35
83,27,25,35
83,28,280,35
83,29,20,35
83,30,4,35
83,36,1,-1
83,37,1,-1
83,48,1,-1
83,65,2,35
83,66,57,35
83,67,12,35
83,68,31,35
83,69,19,35
83,70,31,35
83,71,7,35
83,72,10,35
83,73,5,35
83,74,14,35
83,75,5,35
83,76,1,35
83,77,5,35
83,79,1,35
83,80,8,35
83,81,69,35
83,82,17,35
83,83,14,35
83,84,52,35
83,85,261,35
83,86,191,35
83,87,133,35
83,88,244,35
83,89,128,35
83,90,303,35
83,91,84,35
83,92,64,35
83,93,168,35
83,94,402,35
83,95,7,35
83,96,58,35
83,97,70,35
83,98,37,35
83,99,80,35
83,100,27,35
83,101,106,35
83,102,127,35
83,103,268,35
83,104,57,35
83,105,18,35
83,106,29,35
83,107,77,35
83,108,61,35
83,109,95,35
83,110,28,35
83,111,15,35
83,112,242,35
83,113,559,35
83,114,434,35
83,115,126,35
83,116,49,35
83,117,206,35
83,118,550,35
83,119,127,35
83,120,43,35
83,121,12,35
83,122,2,35
83,123,9,35
83,124,72,35
83,125,11,35
83,126,253,35
83,127,238,35
83,128,20,35
83,129,23,35
83,130,78,35
83,131,110,35
83,132,462,35
83,133,506,35
83,134,525,35
83,135,93,35
83,136,123,35
83,137,8,35
83,138,5,35
83,139,5,35
83,140,11,35
83,141,3,35
83,142,52,35
83,143,82,35
83,144,278,35
83,145,115,35
83,146,15,35
83,148,2,35
83,149,87,35
83,150,3,35
83,154,11,35
83,155,1,35
83,156,44,35
83,157,63,35
83,158,16,35
83,159,29,35
83,160,8,35
83,166,1,-1
83,167,1,-1
83,180,1,-1
83,190,4,-1
83,191,2,35
83,192,5,35
83,193,34,35
83,194,13,35
83,195,5,35
83,196,5,35
83,197,2,35
83,199,6,35
84,1,23,35
84,2,11,35
84,3,9,35
84,4,18,35
84,5,1,35
84,6,13,35
84,7,17,35
84,8,2,35
84,9,19,35
84,10,9,35
84,11,3,35
84,12,1,35
84,13,2,35
84,14,7,35
84,15,10,35
84,16,59,35
84,17,64,35
84,18,6,35
84,19,6,35
84,20,97,35
84,21,188,35
84,22,187,35
84,23,37,35
84,24,6,35
84,25,23,35
84,26,275,35
84,27,88,35
84,28,29,35
84,29,8,35
84,30,1,35
84,35,1,-1
84,65,7,35
84,66,57,35
84,67,39,35
84,68,36,35
84,69,25,35
84,70,9,35
84,71,13,35
84,72,10,35
84,73,21,35
84,74,16,35
84,75,5,35
84,76,18,35
84,77,3,35
84,79,2,35
84,80,2,35
84,81,20,35
84,82,1,35
84,83,1,35
84,84,367,35
84,85,193,35
84,86,222,35
84,87,133,35
84,88,87,35
84,89,218,35
84,90,208,35
84,91,164,35
84,92,130,35
84,93,79,35
84,94,154,35
84,95,90,35
84,96,88,35
84,97,95,35
84,98,79,35
84,99,495,35
84,100,453,35
84,101,308,35
84,102,35,35
84,103,64,35
84,104,10,35
84,105,307,35
84,106,427,35
84,107,3,35
84,108,184,35
84,109,37,35
84,110,13,35
84,111,231,35
84,112,136,35
84,113,122,35
84,114,81,35
84,115,38,35
84,116,25,35
84,117,570,35
84,118,362,35
84,119,521,35
84,120,6,35
84,121,4,35
84,122,7,35
84,123,7,35
84,124,7,35
84,125,13,35
84,126,12,35
84,127,498,35
84,128,43,35
84,129,6,35
84,130,91,35
84,131,43,35
84,132,458,35
84,133,62,35
84,134,105,35
84,135,18,35
84,136,142,35
84,137,362,35
84,138,91,35
84,139,57,35
84,140,28,35
84,141,48,35
84,142,205,35
84,143,124,35
84,144,16,35
84,146,4,35
84,148,38,35
84,149,2,35
84,154,1,-1
84,155,4,35
84,156,30,35
84,157,56,35
84,158,85,35
84,159,25,35
84,160,26,35
84,161,65,35
84,162,2,-1
84,173,4,-1
84,183,1,-1
84,184,1,-1
84,185,3,-1
84,189,1,-1
84,190,1,35
84,196,2,-1
84,197,1,-1
84,198,14,35
84,199,11,35
84,200,2,-1
85,1,238,35
85,2,11,35
85,3,65,35
85,4,33,35
85,5,13,35
85,6,4,35
85,7,65,35
85,8,20,35
85,9,10,35
85,10,16,35
85,11,153,35
85,12,4,35
85,13,18,35
85,14,1,35
85,15,3,35
85,16,18,35
85,17,291,35
85,18,356,35
85,19,77,35
85,20,583,35
85,21,57,35
85,22,55,35
85,23,139,35
85,24,37,35
85,25,25,35
85,26,41,35
85,27,11,35
85,28,75,35
85,29,19,35
85,30,3,35
85,36,1,-1
85,65,1,35
85,66,35,35
85,67,115,35
85,68,8,35
85,69,34,35
85,70,14,35
85,71,35,35
85,72,22,35
85,73,4,35
85,74,6,35
85,75,2,35
85,76,4,35
85,77,8,35
85,78,2,35
85,79,45,35
85,80,61,35
85,81,26,35
85,82,10,35
85,83,10,35
85,84,816,35
85,85,164,35
85,86,336,35
85,87,8,35
85,88,135,35
85,89,175,35
85,90,139,35
85,91,54,35
85,92,164,35
85,93,233,35
85,94,1749,35
85,95,472,35
85,96,368,35
85,97,294,35
85,98,137,35
85,99,159,35
85,100,382,35
85,101,751,35
85,102,54,35
85,103,59,35
85,104,26,35
85,105,59,35
85,106,163,35
85,107,436,35
85,108,67,35
85,109,42,35
85,110,146,35
85,111,210,35
85,112,165,35
85,113,117,35
85,114,93,35
85,115,16,35
85,116,3,35
85,117,260,35
85,118,302,35
85,119,376,35
85,120,89,35
85,121,57,35
85,122,11,35
85,123,8,35
85,124,8,35
85,125,71,35
85,126,58,35
85,127,923,35
85,128,210,35
85,129,397,35
85,130,166,35
85,131,152,35
85,132,1069,35
85,133,182,35
85,134,324,35
85,135,842,35
85,136,170,35
85,137,81,35
85,138,99,35
85,139,114,35
85,140,287,35
85,141,809,35
85,142,142,35
85,143,42,35
85,144,295,35
85,145,12,35
85,146,40,35
85,147,57,35
85,148,67,-1
85,149,2,35
85,150,23,35
85,151,1,-1
85,155,22,35
85,156,14,35
85,157,4,35
85,158,13,35
85,159,20,35
85,160,24,35
85,161,25,35
85,162,4,-1
85,163,22,-1
85,164,6,-1
85,165,1,-1
85,166,2,-1
85,167,3,5
85,169,3,5
85,172,1,5
85,181,1,-1
85,182,1,-1
85,184,1,-1
85,187,3,-1
85,189,4,35
85,190,3,-1
85,199,3,-1
85,200,8,-1
86,1,103,-1
86,2,91,35
86,3,2,35
86,4,35,35
86,5,12,35
86,6,75,35
86,7,1104,35
86,8,68,35
86,11,1,35
86,12,15,35
86,13,10,35
86,14,43,35
86,15,7,35
86,16,9,35
86,17,11,35
86,18,96,35
86,19,130,35
86,20,264,35
86,21,195,35
86,22,298,35
86,23,171,35
86,24,349,35
86,25,132,35
86,26,252,35
86,27,43,35
86,28,287,35
86,29,313,35
86,30,2,-1
86,49,1,-1
86,65,4,35
86,66,72,35
86,67,95,35
86,68,8,35
86,69,31,35
86,70,126,35
86,71,4,35
86,72,6,35
86,73,14,35
86,74,12,35
86,75,15,35
86,76,7,35
86,77,8,35
86,78,3,35
86,79,4,35
86,80,29,35
86,81,40,35
86,82,2,35
86,83,617,35
86,84,416,35
86,85,96,35
86,86,281,35
86,89,483,35
86,90,533,35
86,91,247,35
86,92,106,35
86,93,192,35
86,94,525,35
86,95,104,35
86,96,6,35
86,97,180,35
86,98,408,35
86,99,571,35
86,100,344,35
86,101,306,35
86,102,36,35
86,103,33,35
86,104,15,35
86,105,2,35
86,106,264,35
86,107,476,35
86,108,59,35
86,109,84,35
86,110,343,35
86,111,119,35
86,112,26,35
86,113,84,35
86,114,57,35
86,115,18,35
86,117,5,35
86,118,109,35
86,119,162,35
86,120,52,35
86,121,124,35
86,122,158,35
86,123,33,35
86,124,62,35
86,125,72,35
86,126,42,35
86,127,30,35
86,128,217,35
86,129,263,35
86,130,104,35
86,131,123,35
86,132,1132,35
86,133,149,35
86,134,357,35
86,135,135,35
86,136,111,35
86,137,936,35
86,138,369,35
86,139,450,35
86,140,274,35
86,141,54,35
86,142,27,35
86,143,67,35
86,144,48,35
86,145,83,35
86,146,13,35
86,150,6,35
86,151,19,35
86,152,4,-1
86,154,41,-1
86,155,256,35
86,156,146,-1
86,159,1,-1
86,160,1,35
86,168,1,5
86,169,2,5
86,170,1,5
86,171,1,5
86,172,1,5
86,181,1,-1
86,183,1,-1
86,186,1,-1
86,187,17,35
86,188,2,35
86,189,9,35
87,2,23,35
87,3,41,35
87,4,5,35
87,5,2,35
87,6,23,35
87,7,57,35
87,8,20,35
87,9,4,35
87,11,6,35
87,14,16,35
87,15,2,35
87,17,4,35
87,18,2,35
87,19,58,35
87,20,528,35
87,21,212,35
87,22,565,35
87,23,393,35
87,24,343,35
87,25,267,35
87,26,471,35
87,27,246,35
87,28,156,35
87,29,9,35
87,65,20,35
87,66,47,35
87,67,151,35
87,68,37,35
87,69,72,35
87,70,95,35
87,71,152,35
87,72,321,35
87,73,446,35
87,74,37,35
87,75,16,35
87,76,5,35
87,80,4,35
87,81,59,35
87,82,129,35
87,83,56,35
87,84,353,35
87,85,120,35
87,86,52,35
87,87,8,35
87,88,1,35
87,89,80,35
87,90,86,35
87,91,78,35
87,92,29,35
87,93,94,35
87,94,193,35
87,95,18,35
87,96,1,35
87,97,138,35
87,98,19,35
87,99,400,35
87,100,79,35
87,101,569,35
87,102,550,35
87,103,451,35
87,104,36,35
87,105,11,35
87,106,9,35
87,107,76,35
87,108,17,35
87,109,69,35
87,110,47,35
87,111,61,35
87,112,45,35
87,113,34,35
87,114,39,35
87,115,30,35
87,116,60,35
87,117,12,35
87,118,47,35
87,119,197,35
87,120,35,35
87,121,5,35
87,122,1,35
87,123,39,35
87,124,20,35
87,125,5,35
87,126,6,35
87,127,12,35
87,128,114,35
87,129,220,35
87,130,426,35
87,131,182,35
87,132,817,35
87,133,327,35
87,134,284,35
87,135,207,35
87,136,94,35
87,137,824,35
87,138,323,35
87,139,324,35
87,140,144,35
87,141,19,35
87,142,63,35
87,143,118,35
87,144,118,35
87,145,39,35
87,146,5,35
87,147,3,35
87,150,3,35
87,153,15,35
87,154,15,35
87,161,2,-1
87,171,6,5
87,172,6,5
87,186,2,-1
87,187,1,35
87,188,3,35
87,189,60,-1
88,1,10,-1
88,2,30,35
88,3,64,35
88,4,69,35
88,5,18,35
88,6,92,35
88,7,275,35
88,8,292,35
88,9,21,35
88,10,50,35
88,11,19,-1
88,12,12,-1
88,13,24,35
88,14,27,35
88,15,66,35
88,16,35,35
88,17,14,35
88,18,5,35
88,19,43,35
88,20,269,35
88,21,112,35
88,22,106,35
88,23,231,35
88,24,384,35
88,25,162,35
88,26,153,35
88,27,9,35
88,28,10,35
88,29,184,35
88,30,848,35
88,31,8,-1
88,61,1,-1
88,65,72,-1
88,66,88,35
88,67,46,35
88,68,180,35
88,69,106,35
88,70,41,35
88,71,198,35
88,72,170,35
88,73,118,35
88,75,4,35
88,76,28,35
88,77,26,35
88,78,27,35
88,79,4,35
88,80,13,35
88,81,169,35
88,82,34,35
88,83,42,35
88,84,145,35
88,85,64,35
88,86,56,35
88,87,100,35
88,88,6,35
88,89,128,35
88,90,1149,35
88,91,47,35
88,92,58,35
88,93,233,35
88,94,226,35
88,95,152,35
88,96,10,35
88,97,87,35
88,98,637,35
88,99,228,35
88,100,154,35
88,101,473,35
88,102,468,35
88,103,214,35
88,104,46,35
88,105,141,35
88,106,155,35
88,107,623,35
88,108,237,35
88,109,125,35
88,110,15,35
88,111,5,35
88,112,9,35
88,113,46,35
88,114,55,35
88,115,71,35
88,116,82,35
88,117,70,35
88,118,49,35
88,119,359,35
88,120,22,35
88,121,7,35
88,122,58,35
88,123,22,35
88,124,2,35
88,125,7,35
88,126,7,35
88,127,11,35
88,128,59,35
88,129,49,35
88,130,236,35
88,131,100,35
88,132,195,35
88,133,855,35
88,134,482,35
88,135,465,35
88,136,174,35
88,137,344,35
88,138,189,35
88,139,89,35
88,140,316,35
88,141,314,35
88,142,212,35
88,143,56,35
88,144,22,35
88,145,37,35
88,146,7,35
88,147,5,-1
88,148,7,-1
88,149,25,-1
88,150,24,-1
88,151,91,-1
88,152,7,35
88,153,56,35
88,154,16,-1
88,159,3,-1
88,162,2,-1
88,163,3,-1
88,166,1,-1
88,172,3,5
88,173,16,5
88,174,16,5
88,180,3,12
88,181,1,12
88,185,8,-1
88,191,1,-1
88,200,1,-1
89,1,21,-1
89,2,1,35
89,3,1,35
89,4,2,35
89,5,5,35
89,6,48,35
89,7,16,35
89,8,15,35
89,9,18,35
89,13,1,35
89,14,529,35
89,15,96,35
89,16,20,35
89,17,5,35
89,18,42,35
89,19,72,35
89,20,607,35
89,21,231,35
89,22,117,35
89,23,429,35
89,24,380,35
89,25,180,35
89,26,51,35
89,28,8,35
89,29,2,35
89,30,202,35
89,31,11,35
89,66,26,35
89,67,69,35
89,68,65,35
89,69,41,35
89,70,74,35
89,71,146,35
89,72,55,35
89,73,125,35
89,74,13,35
89,75,6,35
89,76,20,35
89,77,61,35
89,78,142,35
89,79,8,35
89,80,11,35
89,81,31,35
89,82,21,35
89,83,29,35
89,84,66,35
89,85,99,35
89,86,52,35
89,87,6,35
89,88,63,35
89,89,113,35
89,90,3,35
89,91,3,35
89,92,91,35
89,93,67,35
89,94,179,35
89,95,56,35
89,96,2,35
89,97,36,35
89,98,312,35
89,99,56,35
89,100,128,35
89,101,155,35
89,102,277,35
89,103,15,35
89,104,3,35
89,105,49,35
89,106,10,35
89,107,211,35
89,108,81,35
89,109,88,35
89,110,32,35
89,111,5,35
89,112,6,35
89,113,13,35
89,114,29,35
89,115,56,35
89,116,93,35
89,117,50,35
89,118,22,35
89,119,243,35
89,120,63,35
89,121,51,35
89,122,11,35
89,123,12,35
89,124,24,35
89,125,29,35
89,126,67,35
89,127,136,35
89,128,115,35
89,129,19,35
89,130,1,35
89,131,151,35
89,132,354,35
89,133,965,35
89,134,82,35
89,135,64,35
89,136,245,35
89,137,236,35
89,138,271,35
89,139,285,35
89,140,184,35
89,141,17,35
89,142,2,35
89,143,4,35
89,152,17,35
89,153,1,35
89,160,1,-1
89,174,1,5
89,175,1,5
89,176,2,12
89,179,2,12
89,180,3,12
89,181,2,12
89,192,8,-1
89,193,1,-1
90,1,72,-1
90,3,2,35
90,5,45,35
90,6,101,35
90,7,107,35
90,8,43,35
90,9,4,35
90,11,26,-1
90,13,1,35
90,14,82,35
90,15,272,35
90,16,14,35
90,17,13,35
90,18,15,35
90,19,144,35
90,20,396,35
90,21,429,35
90,22,286,35
90,23,257,35
90,24,223,35
90,25,335,35
90,26,412,35
90,27,26,35
90,28,1,35
90,29,1,35
90,30,108,35
90,31,213,35
90,32,3,-1
90,38,1,-1
90,66,76,35
90,67,93,35
90,68,51,35
90,69,17,35
90,70,14,35
90,71,43,35
90,72,228,35
90,73,160,35
90,74,107,35
90,75,76,35
90,76,15,35
90,77,90,35
90,78,192,35
90,79,35,35
90,80,82,35
90,81,1050,35
90,82,129,35
90,83,319,35
90,84,86,35
90,85,179,35
90,86,57,35
90,87,101,35
90,88,36,35
90,89,76,35
90,90,15,35
90,91,10,35
90,92,48,35
90,93,37,35
90,94,138,35
90,95,46,35
90,96,225,35
90,97,6,35
90,98,246,35
90,99,517,35
90,100,232,35
90,101,628,35
90,102,495,35
90,103,37,35
90,104,38,35
90,105,11,35
90,106,11,35
90,107,38,35
90,108,194,35
90,109,96,35
90,110,29,35
90,111,14,35
90,112,109,35
90,113,35,35
90,114,23,35
90,115,180,35
90,116,284,35
90,117,246,35
90,118,36,35
90,119,282,35
90,120,182,35
90,121,64,35
90,122,18,35
90,123,35,35
90,124,111,35
90,125,165,35
90,126,227,35
90,127,93,35
90,128,172,35
90,129,2,35
90,130,3,35
90,131,299,35
90,132,513,35
90,133,553,35
90,134,120,35
90,135,296,35
90,136,150,35
90,137,107,35
90,138,321,35
90,139,347,35
90,140,245,35
90,141,197,35
90,142,46,35
90,143,185,35
90,144,12,35
90,150,4,-1
90,151,2,35
90,152,20,35
90,173,1,5
90,176,2,12
90,178,1,12
90,179,2,12
90,180,1,12
90,182,2,12
90,184,6,12
90,185,1,12
90,192,1,-1
90,196,2,-1
91,1,90,-1
91,2,4,35
91,3,8,35
91,4,10,35
91,5,12,35
91,6,3,35
91,7,2,35
91,8,30,35
91,9,3,35
91,10,80,35
91,11,278,35
91,12,428,35
91,13,102,35
91,14,74,35
91,15,176,35
91,16,107,35
91,17,120,35
91,18,442,35
91,19,312,35
91,20,470,35
91,21,622,35
91,22,357,35
91,23,287,35
91,24,190,35
91,25,368,35
91,26,519,35
91,27,52,35
91,28,19,35
91,29,10,35
91,30,2,35
91,31,1,35
91,32,1,-1
91,35,2,-1
91,39,1,-1
91,63,2,-1
91,64,12,-1
91,65,16,35
91,66,445,35
91,67,879,35
91,68,42,35
91,69,79,35
91,70,99,35
91,71,204,35
